recordDate,fiscalQuarter,productionDept,dayOfWeek,team,plannedEfficiency,standardMinuteValue,workInProgress,overtimeMinutes,performanceBonus,idleMinutes,idleWorkers,styleChangeCount,workerCount,efficiencyScore
01-10-2015,Q2,Stitching Unit,Saturday,Line-P1,0.5,12.52,749,9540,38,0,0,No Style Change,53,0.673245283
1/14/2015,Q2,Stitching Unit,Wednesday,Line-P2,0.8,11.61,1159,2970,50,0,0,No Style Change,31.5,0.800313433
1/18/2015,Q3,Stitching Unit,Sunday,Line-Q2,0.7,22.52,1002,10080,40,0,0,No Style Change,56,0.700094156
1/20/2015,Q3,Stitching Unit,Tuesday,Line-P1,0.7,14.89,1501,10260,50,0,0,No Style Change,57,0.700170388
1/19/2015,Q3, Finishing & Quality ,Monday,Line-Q2,0.7,3.94,,1440,0,0,0,No Style Change,8,0.538399621
1/17/2015,Q3,Stitching Unit,Saturday,Line-C1,0.8,25.9,1396,10170,50,0,0,No Style Change,56.5,0.800128721
2/26/2015,Q4,Finishing & Quality,Thursday,Line-F2,0.8,4.6,,7560,0,0,0,No Style Change,18,0.921604938
01-06-2015,Q1,Stitching Unit,Tuesday,Line-C2,0.8,25.9,1083,10170,38,0,0,No Style Change,56.5,0.800128721
1/27/2015,Q4, Finishing & Quality ,Tuesday,Line-P2,0.7,4.15,,1080,0,0,0,No Style Change,9,0.823555556
03-03-2015,Q1,Stitching Unit,Tuesday,Line-C2,0.75,29.4,534,6840,56,0,0,No Style Change,57,0.750473684
2/24/2015,Q4,Stitching Unit,Tuesday,Line-F1,0.8,30.1,901,6480,50,0,0,Minor Style Revision,59,0.800071839
02-04-2015,Q1,Stitching Unit,Wednesday,Line-S2,0.8,22.52,1263,6900,100,0,0,No Style Change,57.5,1.05028058
02-09-2015,Q2,Stitching Unit,Monday,Line-S1,0.8,22.52,1506,3600,70,0,0,No Style Change,57,0.900509044
02-11-2015,Q2,Stitching Unit,Wednesday,Line-S3,0.8,22.52,11,6840,0,0,0,Minor Style Revision,57,0.536901754
2/16/2015,Q3,Stitching Unit,Monday,Line-C1,0.7,30.1,784,600,30,0,0,Minor Style Revision,59,0.700459889
2/14/2015,Q2,Stitching Unit,Saturday,Line-P2,0.8,15.26,942,4080,63,0,0,No Style Change,34,0.800401961
2/19/2015,Q3,Finishing & Quality,Thursday,Line-F2,0.75,5.13,,1920,0,0,0,No Style Change,8,0.631354167
01-05-2015,Q1,Stitching Unit,Monday,Line-Q1,0.8,26.16,1227,7080,75,0,0,No Style Change,59,0.850569492
03-04-2015,Q1,Stitching Unit,Wednesday,Line-S1,0.7,26.82,1772,6960,50,0,0,No Style Change,58,0.750651724
03-07-2015,Q1,Finishing & Quality,Saturday,Line-P1,0.8,2.9,,960,0,0,0,No Style Change,8,0.657083333
2/19/2015,Q3,Stitching Unit,Thursday,Line-S2,0.65,30.33,841,6840,0,0,0,Minor Style Revision,57,0.585315789
03-05-2015,Q1,Stitching Unit,Thursday,Line-F1,0.7,26.82,1117,7080,50,0,0,No Style Change,59,0.750050847
03-11-2015,Q2,Finishing & Quality,Wednesday,Line-C2,0.7,3.9,,960,0,0,0,No Style Change,8,0.625625
1/18/2015,Q3,Stitching Unit,Sunday,Line-F3,0.8,11.41,1140,5490,63,0,0,No Style Change,30.5,0.800343766
1/14/2015,Q2,Stitching Unit,Wednesday,Line-Q2,0.5,22.4,947,3390,23,0,0,No Style Change,56.5,0.499980334
2/26/2015,Q4,Stitching Unit,Thursday,Line-Q2,0.7,21.82,1591,3240,0,0,0,Minor Style Revision,52,0.700251773
2/25/2015,Q4,Finishing & Quality,Wednesday,Line-Q2,0.7,2.9,,1200,0,0,0,No Style Change,10,0.845833333
1/18/2015,Q3,Stitching Unit,Sunday,Line-S2,0.65,22.94,1025,10170,26,0,0,No Style Change,56.5,0.650243497
1/31/2015,Q5, Finishing & Quality ,Saturday,Line-F2,0.7,3.94,,240,0,0,0,No Style Change,2,0.971866667
1/13/2015,Q2,Stitching Unit,Tuesday,Line-S1,0.8,26.16,1073,10620,75,0,0,No Style Change,59,0.850502311
1/22/2015,Q4,Stitching Unit,Thursday,Line-C2,0.8,40.99,980,10770,30,0,0,No Style Change,56.5,0.555500132
1/13/2015,Q2,Stitching Unit,Tuesday,Line-F2,0.7,20.79,1297,10440,0,0,0,No Style Change,58,0.526810345
03-07-2015,Q1,Stitching Unit,Saturday,Line-P1,0.8,11.41,471,3420,50,0,0,No Style Change,58,0.800034503
2/23/2015,Q4,Finishing & Quality,Monday,Line-S2,0.8,5.13,,960,0,0,0,No Style Change,8,0.36871875
03-04-2015,Q1,Stitching Unit,Wednesday,Line-S3,0.8,29.4,1169,6840,63,0,0,No Style Change,57,0.800333333
1/18/2015,Q3,Stitching Unit,Sunday,Line-Q1,0.8,26.16,1381,3660,50,0,0,No Style Change,59,0.800015009
03-08-2015,Q2,Finishing & Quality,Sunday,Line-P2,0.8,4.6,,1080,0,0,0,No Style Change,9,0.945555556
02-09-2015,Q2,Stitching Unit,Monday,Line-F3,0.75,18.79,708,4080,0,0,0,No Style Change,34,0.612517157
2/15/2015,Q3,Finishing & Quality,Sunday,Line-S2,0.8,3.94,,960,0,0,0,No Style Change,8,1.108125
2/24/2015,Q4,Stitching Unit,Tuesday,Line-P1,0.75,11.61,698,3360,34,0,0,Major Design Shift,57,0.750437269
03-09-2015,Q2,Stitching Unit,Monday,Line-P2,0.8,15.26,1132,4080,63,0,0,No Style Change,34,0.800401961
1/14/2015,Q2,Stitching Unit,Wednesday,Line-F3,0.8,11.61,972,5670,38,0,0,No Style Change,31.5,0.800246753
2/14/2015,Q2,Finishing & Quality,Saturday,Line-S1,0.8,3.94,,1440,0,0,0,No Style Change,12,0.796208333
03-08-2015,Q2,Finishing & Quality,Sunday,Line-S2,0.7,3.9,,1200,0,0,0,No Style Change,10,0.884
01-05-2015,Q1,Stitching Unit,Monday,Line-P1,0.8,19.31,678,4800,50,0,0,No Style Change,55,0.800250962
01-06-2015,Q1,Stitching Unit,Tuesday,Line-S3,0.8,19.87,963,9900,50,0,0,No Style Change,55,0.800273829
02-01-2015,Q1,Stitching Unit,Sunday,Line-S2,0.8,22.52,1396,6900,113,0,0,No Style Change,57.5,1.000671304
01-03-2015,Q1, Finishing & Quality ,Saturday,Line-S2,0.8,4.15,,960,0,0,0,No Style Change,8,0.782447917
03-11-2015,Q2,Finishing & Quality,Wednesday,Line-P1,0.8,2.9,,2400,0,0,0,No Style Change,10,0.874027778
02-10-2015,Q2,Finishing & Quality,Tuesday,Line-F3,0.75,2.9,,960,0,0,0,No Style Change,8,0.628333333
1/26/2015,Q4,Stitching Unit,Monday,Line-Q2,0.75,22.52,1250,10080,55,0,0,No Style Change,56,0.800020563
1/26/2015,Q4,Stitching Unit,Monday,Line-S3,0.75,22.52,1584,10260,69,0,0,No Style Change,57,0.80035194
1/15/2015,Q3, Finishing & Quality ,Thursday,Line-F1,0.35,4.3,,3600,0,0,0,No Style Change,20,0.988636364
01-12-2015,Q2,Stitching Unit,Monday,Line-S3,0.8,19.87,941,9900,0,0,0,No Style Change,55,0.800273829
02-02-2015,Q1,Stitching Unit,Monday,Line-Q1,0.75,29.12,8992,6960,55,0,0,No Style Change,58,0.799963218
2/17/2015,Q3,Stitching Unit,Tuesday,Line-C2,0.6,29.4,179,0,23,5,30,Major Design Shift,58,0.600982906
02-03-2015,Q1, Finishing & Quality ,Tuesday,Line-S1,0.8,3.94,,1200,0,0,0,No Style Change,10,0.99485
1/21/2015,Q3,Stitching Unit,Wednesday,Line-P2,0.6,15.26,1245,6360,23,0,0,No Style Change,34,0.60017284
02-09-2015,Q2,Stitching Unit,Monday,Line-S2,0.8,22.52,1413,360,70,0,0,No Style Change,57,0.900477825
01-05-2015,Q1, Finishing & Quality ,Monday,Line-F2,0.6,2.9,,960,0,0,0,No Style Change,8,0.759270833
01-06-2015,Q1, Finishing & Quality ,Tuesday,Line-S1,0.8,3.94,,1440,0,0,0,No Style Change,8,0.936496212
1/31/2015,Q5,Stitching Unit,Saturday,Line-P2,0.75,15.26,1209,4200,45,0,0,No Style Change,35,0.750646667
01-05-2015,Q1,Stitching Unit,Monday,Line-F2,0.6,21.98,666,6960,23,0,0,No Style Change,58,0.600028736
1/27/2015,Q4,Stitching Unit,Tuesday,Line-S3,0.75,22.52,1299,6840,119,0,0,No Style Change,57,1.000230409
03-09-2015,Q2,Stitching Unit,Monday,Line-S3,0.8,30.1,964,5160,50,0,0,Minor Style Revision,58,0.800842424
03-02-2015,Q1,Finishing & Quality,Monday,Line-Q1,0.75,2.9,,1200,0,0,0,No Style Change,10,0.8004
2/25/2015,Q4,Finishing & Quality,Wednesday,Line-C1,0.75,4.6,,960,0,0,0,No Style Change,8,0.676666667
03-05-2015,Q1,Finishing & Quality,Thursday,Line-S1,0.7,3.94,,960,0,0,0,No Style Change,8,0.812625
02-12-2015,Q2,Finishing & Quality,Thursday,Line-C2,0.35,4.15,,1440,0,0,0,No Style Change,12,0.755486111
1/25/2015,Q4, Finishing & Quality ,Sunday,Line-C2,0.8,2.9,,720,0,0,0,No Style Change,4,0.329545455
02-01-2015,Q1, Finishing & Quality ,Sunday,Line-F1,0.8,4.3,,1440,0,0,0,No Style Change,12,0.845069444
02-01-2015,Q1, Finishing & Quality ,Sunday,Line-C1,0.7,3.94,,2160,0,0,0,No Style Change,18,0.892194444
02-05-2015,Q1,Stitching Unit,Thursday,Line-P1,0.75,10.05,668,2520,34,0,0,No Style Change,26,0.7504
1/20/2015,Q3,Stitching Unit,Tuesday,Line-C1,0.35,22.94,1450,10080,30,0,0,No Style Change,56,0.400332792
01-12-2015,Q2, Finishing & Quality ,Monday,Line-S2,0.8,3.94,,1440,0,0,0,No Style Change,8,0.880530303
1/27/2015,Q4, Finishing & Quality ,Tuesday,Line-C2,0.65,3.94,,960,0,0,0,No Style Change,8,0.845458333
2/26/2015,Q4,Stitching Unit,Thursday,Line-S1,0.35,26.66,1164,6600,23,0,0,Major Design Shift,55,0.378895152
01-01-2015,Q1,Stitching Unit,Thursday,Line-C1,0.8,25.9,984,6720,38,0,0,No Style Change,56,0.800125
1/18/2015,Q3,Stitching Unit,Sunday,Line-S3,0.65,22.52,1138,10170,35,0,0,No Style Change,56.5,0.650416734
02-04-2015,Q1,Finishing & Quality,Wednesday,Line-Q1,0.75,3.94,,960,0,0,0,No Style Change,8,0.755166667
1/24/2015,Q4,Stitching Unit,Saturday,Line-F3,0.8,11.61,1009,5640,63,0,0,No Style Change,32,0.800537143
03-03-2015,Q1,Finishing & Quality,Tuesday,Line-S1,0.7,3.94,,3360,0,0,0,No Style Change,8,0.555430556
02-04-2015,Q1,Stitching Unit,Wednesday,Line-S1,0.8,22.52,1532,6900,88,0,0,No Style Change,57.5,0.900147246
03-04-2015,Q1,Finishing & Quality,Wednesday,Line-C1,0.8,4.6,,8400,0,0,0,No Style Change,20,0.684888889
01-07-2015,Q1, Finishing & Quality ,Wednesday,Line-S1,0.8,3.94,,1440,0,0,0,No Style Change,8,0.951420455
1/31/2015,Q5,Stitching Unit,Saturday,Line-Q1,0.75,29.12,1082,6840,81,0,0,No Style Change,57,0.850610526
03-11-2015,Q2,Finishing & Quality,Wednesday,Line-F2,0.7,3.94,,1440,0,0,0,No Style Change,12,0.75885
01-05-2015,Q1, Finishing & Quality ,Monday,Line-P1,0.8,3.94,,2400,0,0,0,No Style Change,10,0.939513889
1/17/2015,Q3, Finishing & Quality ,Saturday,Line-S1,0.8,3.94,,1440,0,0,0,No Style Change,8,0.884261364
03-09-2015,Q2,Stitching Unit,Monday,Line-S2,0.7,16.1,817,5520,30,0,0,Minor Style Revision,45,0.700516224
1/14/2015,Q2, Finishing & Quality ,Wednesday,Line-P1,0.8,4.15,,1980,0,0,0,No Style Change,7,0.934607438
1/13/2015,Q2,Stitching Unit,Tuesday,Line-C2,0.8,25.9,1211,10260,60,0,0,No Style Change,57,0.850252525
01-08-2015,Q2, Finishing & Quality ,Thursday,Line-P1,0.8,4.15,,900,0,0,0,No Style Change,5,0.515606061
03-08-2015,Q2,Stitching Unit,Sunday,Line-S3,0.8,30.1,1278,3360,50,0,0,Minor Style Revision,57,0.800511068
1/22/2015,Q4,Stitching Unit,Thursday,Line-F1,0.75,22.52,759,10080,81,0,0,No Style Change,56,0.849983766
01-07-2015,Q1,Stitching Unit,Wednesday,Line-P2,0.8,11.61,1120,5670,50,0,0,No Style Change,31.5,0.800246753
2/24/2015,Q4,Stitching Unit,Tuesday,Line-P2,0.8,15.26,1062,4080,50,0,0,No Style Change,34,0.800401961
1/14/2015,Q2,Stitching Unit,Wednesday,Line-S1,0.8,26.16,1092,10620,63,0,0,No Style Change,59,0.800117103
03-10-2015,Q2,Finishing & Quality,Tuesday,Line-S3,0.8,4.6,,1440,0,0,0,No Style Change,12,0.894444444
01-01-2015,Q1,Stitching Unit,Thursday,Line-S1,0.75,28.08,681,6900,45,0,0,No Style Change,57.5,0.750427826
1/26/2015,Q4, Finishing & Quality ,Monday,Line-P2,0.7,4.08,,1620,0,0,0,No Style Change,9,0.769292929
2/22/2015,Q4,Stitching Unit,Sunday,Line-P2,0.8,15.26,1103,4080,63,0,0,No Style Change,34,0.800401961
1/22/2015,Q4,Stitching Unit,Thursday,Line-Q1,0.5,29.12,970,10440,30,0,0,No Style Change,58,0.500547544
02-05-2015,Q1,Stitching Unit,Thursday,Line-S3,0.8,22.52,1063,6840,100,0,0,No Style Change,57,0.950185965
1/27/2015,Q4, Finishing & Quality ,Tuesday,Line-F2,0.5,4.15,,1440,0,0,0,No Style Change,12,0.926388889
03-07-2015,Q1,Stitching Unit,Saturday,Line-S2,0.65,16.1,626,4200,0,0,0,Minor Style Revision,45,0.65024031
01-08-2015,Q2, Finishing & Quality ,Thursday,Line-C1,0.8,2.9,,1440,0,0,0,No Style Change,8,0.681060606
1/29/2015,Q5,Stitching Unit,Thursday,Line-F1,0.8,22.52,1444,6900,88,0,0,No Style Change,57.5,0.9008
03-09-2015,Q2,Finishing & Quality,Monday,Line-S2,0.7,3.9,,0,1200,0,0,No Style Change,10,0.6825
1/31/2015,Q5,Stitching Unit,Saturday,Line-F3,0.6,18.79,799,3960,23,0,0,No Style Change,33,0.600710606
01-11-2015,Q2,Stitching Unit,Sunday,Line-C2,0.8,25.9,1209,10170,60,0,0,No Style Change,56.5,0.850136766
03-10-2015,Q2,Finishing & Quality,Tuesday,Line-S1,0.75,3.94,,960,0,0,0,No Style Change,8,0.880754167
02-10-2015,Q2,Stitching Unit,Tuesday,Line-S1,0.8,22.52,1546,0,88,0,0,No Style Change,57,0.90047076
02-03-2015,Q1,Stitching Unit,Tuesday,Line-S1,0.8,22.52,1500,6900,113,0,0,No Style Change,57.5,1.000018551
03-11-2015,Q2,Stitching Unit,Wednesday,Line-C1,0.65,30.48,935,6840,26,0,0,Minor Style Revision,57,0.650596491
01-01-2015,Q1,Stitching Unit,Thursday,Line-S3,0.75,28.08,795,6900,45,0,0,No Style Change,57.5,0.753683478
02-01-2015,Q1,Stitching Unit,Sunday,Line-Q1,0.75,29.12,1282,6960,45,0,0,No Style Change,58,0.750593103
2/18/2015,Q3,Finishing & Quality,Wednesday,Line-Q2,0.8,3.94,,960,0,0,0,No Style Change,8,0.64025
1/21/2015,Q3,Stitching Unit,Wednesday,Line-C2,0.8,25.9,562,7470,38,0,0,No Style Change,56.5,0.800436542
1/19/2015,Q3,Stitching Unit,Monday,Line-P1,0.7,14.89,1484,10260,50,0,0,No Style Change,57,0.700170388
02-10-2015,Q2,Finishing & Quality,Tuesday,Line-F1,0.7,4.15,,1800,0,0,0,No Style Change,15,0.796755556
2/18/2015,Q3,Finishing & Quality,Wednesday,Line-F1,0.75,5.13,,960,0,0,0,No Style Change,8,0.734645833
1/14/2015,Q2, Finishing & Quality ,Wednesday,Line-S2,0.8,3.94,,1260,0,0,0,No Style Change,8,0.247316017
2/23/2015,Q4,Finishing & Quality,Monday,Line-C2,0.7,5.13,,960,0,0,0,No Style Change,8,0.930416667
2/15/2015,Q3,Finishing & Quality,Sunday,Line-F2,0.75,4.15,,240,0,0,0,No Style Change,2,0.760833333
02-03-2015,Q1,Stitching Unit,Tuesday,Line-F2,0.6,30.1,415,6960,0,0,0,No Style Change,58,0.415172414
2/18/2015,Q3,Finishing & Quality,Wednesday,Line-P2,0.8,5.13,,1200,0,0,0,No Style Change,10,0.9918
1/31/2015,Q5, Finishing & Quality ,Saturday,Line-Q1,0.75,3.94,,240,0,0,0,No Style Change,2,0.971866667
2/17/2015,Q3,Finishing & Quality,Tuesday,Line-S3,0.5,5.13,,1800,0,0,0,No Style Change,15,0.7866
2/14/2015,Q2,Stitching Unit,Saturday,Line-S2,0.8,22.52,674,3660,63,0,0,No Style Change,57,0.80037492
03-11-2015,Q2,Finishing & Quality,Wednesday,Line-S2,0.75,3.9,,1920,0,0,0,No Style Change,8,0.819270833
03-09-2015,Q2,Finishing & Quality,Monday,Line-S3,0.8,4.6,,0,1440,0,0,No Style Change,12,0.795416667
1/26/2015,Q4, Finishing & Quality ,Monday,Line-F2,0.7,4.15,,2700,0,0,0,No Style Change,15,0.959191919
1/31/2015,Q5, Finishing & Quality ,Saturday,Line-F3,0.6,3.94,,1200,0,0,0,No Style Change,10,0.971866667
03-02-2015,Q1,Stitching Unit,Monday,Line-F2,0.65,27.48,544,6720,34,0,0,No Style Change,56,0.700903571
1/13/2015,Q2,Stitching Unit,Tuesday,Line-P2,0.8,11.61,1063,5670,50,0,0,No Style Change,31.5,0.800246753
03-03-2015,Q1,Stitching Unit,Tuesday,Line-F2,0.7,27.48,573,6840,30,0,0,No Style Change,57,0.700659649
01-12-2015,Q2, Finishing & Quality ,Monday,Line-C1,0.8,2.9,,1440,0,0,0,No Style Change,8,0.648106061
01-05-2015,Q1,Stitching Unit,Monday,Line-S3,0.75,19.87,944,6600,45,0,0,No Style Change,55,0.75024303
01-10-2015,Q2, Finishing & Quality ,Saturday,Line-S1,0.8,3.94,,2160,0,0,0,No Style Change,8,0.985
02-03-2015,Q1,Stitching Unit,Tuesday,Line-P2,0.8,15.26,1029,2040,50,0,0,No Style Change,35,0.800259023
02-10-2015,Q2,Stitching Unit,Tuesday,Line-F2,0.75,30.1,855,7020,45,0,0,No Style Change,58,0.750356125
02-05-2015,Q1,Finishing & Quality,Thursday,Line-S1,0.8,3.94,,1440,0,0,0,No Style Change,12,0.845458333
01-08-2015,Q2,Stitching Unit,Thursday,Line-C2,0.8,25.9,1026,10170,60,0,0,No Style Change,56.5,0.850136766
2/15/2015,Q3,Stitching Unit,Sunday,Line-P1,0.65,11.41,700,2640,23,0,0,Major Design Shift,53,0.650223718
1/24/2015,Q4,Stitching Unit,Saturday,Line-F2,0.7,20.4,1382,10440,50,0,0,No Style Change,58,0.700250784
2/16/2015,Q3,Finishing & Quality,Monday,Line-Q1,0.8,3.94,,1200,0,0,0,No Style Change,10,0.960433333
1/29/2015,Q5, Finishing & Quality ,Thursday,Line-S1,0.75,3.94,,1200,0,0,0,No Style Change,10,0.853666667
03-01-2015,Q1,Finishing & Quality,Sunday,Line-S1,0.6,3.94,,3360,0,0,0,No Style Change,8,0.448722222
1/29/2015,Q5, Finishing & Quality ,Thursday,Line-C2,0.65,4.15,,960,0,0,0,No Style Change,8,0.877552083
02-08-2015,Q2,Stitching Unit,Sunday,Line-F1,0.65,30.1,712,6780,44,0,0,Minor Style Revision,56.5,0.568259587
1/20/2015,Q3,Stitching Unit,Tuesday,Line-F2,0.7,20.4,1352,10260,50,0,0,No Style Change,57,0.700063796
1/22/2015,Q4,Stitching Unit,Thursday,Line-P2,0.6,15.26,1492,6960,23,0,0,No Style Change,34,0.600436426
01-01-2015,Q1,Stitching Unit,Thursday,Line-C2,0.8,26.16,1108,7080,98,0,0,No Style Change,59,0.940725424
1/21/2015,Q3, Finishing & Quality ,Wednesday,Line-F2,0.7,4.15,,2400,0,0,0,No Style Change,8,0.758173077
03-11-2015,Q2,Finishing & Quality,Wednesday,Line-C1,0.65,3.9,,960,0,0,0,No Style Change,8,0.625625
1/27/2015,Q4,Stitching Unit,Tuesday,Line-F2,0.5,20.79,1455,6960,30,0,0,No Style Change,58,0.500035345
03-10-2015,Q2,Finishing & Quality,Tuesday,Line-Q2,0.7,2.9,,960,0,0,0,No Style Change,8,0.39875
2/24/2015,Q4,Stitching Unit,Tuesday,Line-Q1,0.7,18.79,1068,3000,30,0,0,Minor Style Revision,52,0.700256795
01-11-2015,Q2,Stitching Unit,Sunday,Line-Q1,0.8,26.16,1095,10620,88,0,0,No Style Change,59,0.900215716
1/26/2015,Q4,Stitching Unit,Monday,Line-F2,0.75,20.4,1118,10320,56,0,0,No Style Change,58,0.750031447
01-07-2015,Q1, Finishing & Quality ,Wednesday,Line-F2,0.7,4.15,,1440,0,0,0,No Style Change,8,0.330113636
02-07-2015,Q1,Finishing & Quality,Saturday,Line-S2,0.8,3.94,,3000,0,0,0,No Style Change,25,1.050666667
1/31/2015,Q5, Finishing & Quality ,Saturday,Line-P1,0.65,3.94,,600,0,0,0,No Style Change,5,0.971866667
01-06-2015,Q1, Finishing & Quality ,Tuesday,Line-Q2,0.75,3.94,,1440,0,0,0,No Style Change,8,0.809640152
03-10-2015,Q2,Stitching Unit,Tuesday,Line-P2,0.8,15.26,1069,4080,63,0,0,No Style Change,34,0.800401961
01-11-2015,Q2,Stitching Unit,Sunday,Line-P2,0.8,11.61,896,5670,50,0,0,No Style Change,31.5,0.800246753
2/19/2015,Q3,Finishing & Quality,Thursday,Line-F3,0.8,2.9,,4320,0,0,0,No Style Change,18,0.785864198
03-01-2015,Q1,Stitching Unit,Sunday,Line-S1,0.6,26.66,1578,6840,38,0,0,No Style Change,57,0.700019883
1/14/2015,Q2,Stitching Unit,Wednesday,Line-F2,0.7,20.79,965,7320,0,0,0,No Style Change,58,0.700095563
01-05-2015,Q1,Stitching Unit,Monday,Line-C2,0.8,25.9,1047,6780,38,0,0,No Style Change,56.5,0.800684366
01-08-2015,Q2,Stitching Unit,Thursday,Line-F1,0.8,28.08,942,10530,75,0,0,No Style Change,58.5,0.850181818
1/18/2015,Q3, Finishing & Quality ,Sunday,Line-P1,0.65,4.15,,2160,0,0,0,No Style Change,12,0.838383838
02-08-2015,Q2,Stitching Unit,Sunday,Line-F3,0.75,18.79,670,3960,34,0,0,No Style Change,33,0.75065101
1/19/2015,Q3,Stitching Unit,Monday,Line-F1,0.7,22.52,930,10260,63,0,0,No Style Change,57,0.750068049
03-02-2015,Q1,Finishing & Quality,Monday,Line-C2,0.75,4.6,,3360,0,0,0,No Style Change,8,0.773333333
1/29/2015,Q5, Finishing & Quality ,Thursday,Line-F1,0.8,4.3,,1200,0,0,0,No Style Change,10,0.989
2/28/2015,Q4,Finishing & Quality,Saturday,Line-S3,0.8,4.6,,6300,0,0,0,No Style Change,15,0.921703704
2/26/2015,Q4,Stitching Unit,Thursday,Line-P2,0.8,15.26,1065,4080,63,0,0,No Style Change,34,0.800401961
1/28/2015,Q4, Finishing & Quality ,Wednesday,Line-C1,0.6,3.94,,960,0,0,0,No Style Change,8,0.406354167
1/20/2015,Q3,Stitching Unit,Tuesday,Line-F3,0.8,11.41,1047,5580,63,0,0,No Style Change,31,0.800261486
2/26/2015,Q4,Stitching Unit,Thursday,Line-F2,0.35,27.48,413,6840,38,0,0,Minor Style Revision,57,0.449964912
01-10-2015,Q2,Stitching Unit,Saturday,Line-S3,0.75,19.87,1075,7080,45,0,0,No Style Change,56,0.750098351
01-03-2015,Q1,Stitching Unit,Saturday,Line-P1,0.8,11.61,1005,7080,50,0,0,No Style Change,29.5,0.800237288
1/29/2015,Q5, Finishing & Quality ,Thursday,Line-S3,0.8,3.94,,960,0,0,0,No Style Change,8,0.4925
01-12-2015,Q2, Finishing & Quality ,Monday,Line-S1,0.8,3.94,,1440,0,0,0,No Style Change,8,0.955151515
2/23/2015,Q4,Finishing & Quality,Monday,Line-F3,0.8,2.9,,960,0,0,0,No Style Change,8,0.3715625
01-10-2015,Q2, Finishing & Quality ,Saturday,Line-F2,0.5,4.15,,1440,0,0,0,No Style Change,8,0.337973485
02-10-2015,Q2,Stitching Unit,Tuesday,Line-F1,0.7,30.1,855,7020,40,0,0,Minor Style Revision,58,0.700618234
01-11-2015,Q2, Finishing & Quality ,Sunday,Line-S1,0.8,3.94,,1440,0,0,0,No Style Change,8,0.873068182
1/31/2015,Q5,Stitching Unit,Saturday,Line-S3,0.8,22.52,1136,6960,113,0,0,No Style Change,58,1.000457471
2/24/2015,Q4,Finishing & Quality,Tuesday,Line-Q1,0.7,2.9,,1800,0,0,0,No Style Change,15,0.726933333
03-04-2015,Q1,Finishing & Quality,Wednesday,Line-S3,0.8,4.6,,1200,0,0,0,No Style Change,10,0.939166667
1/28/2015,Q4, Finishing & Quality ,Wednesday,Line-C2,0.65,4.15,,960,0,0,0,No Style Change,8,0.553333333
01-05-2015,Q1,Stitching Unit,Monday,Line-P2,0.8,11.61,1037,7200,50,0,0,No Style Change,32,0.800246011
03-10-2015,Q2,Stitching Unit,Tuesday,Line-C1,0.6,30.48,1017,6840,25,0,0,Minor Style Revision,57,0.630402924
02-03-2015,Q1, Finishing & Quality ,Tuesday,Line-Q1,0.75,3.94,,1320,0,0,0,No Style Change,11,0.919954545
1/13/2015,Q2,Stitching Unit,Tuesday,Line-P1,0.7,27.13,530,9540,37,0,0,No Style Change,53,0.582301029
01-12-2015,Q2,Stitching Unit,Monday,Line-F1,0.35,22.4,581,7350,0,0,0,No Style Change,51.5,0.35063299
2/25/2015,Q4,Finishing & Quality,Wednesday,Line-F3,0.75,2.9,,960,0,0,0,No Style Change,8,0.410833333
01-08-2015,Q2,Stitching Unit,Thursday,Line-C1,0.8,25.9,1050,10170,60,0,0,No Style Change,56.5,0.850136766
03-03-2015,Q1,Finishing & Quality,Tuesday,Line-S2,0.4,3.9,,6300,0,0,0,No Style Change,15,0.567377778
03-02-2015,Q1,Finishing & Quality,Monday,Line-S3,0.8,4.6,,10080,0,0,0,No Style Change,24,0.86037037
01-11-2015,Q2, Finishing & Quality ,Sunday,Line-P1,0.8,4.15,,1440,0,0,0,No Style Change,8,0.668087121
01-04-2015,Q1, Finishing & Quality ,Sunday,Line-Q1,0.8,3.94,,960,0,0,0,No Style Change,8,0.931645833
01-07-2015,Q1,Stitching Unit,Wednesday,Line-C2,0.8,25.9,1135,10170,60,0,0,No Style Change,56.5,0.850136766
2/18/2015,Q3,Stitching Unit,Wednesday,Line-C2,0.65,29.4,962,4560,0,4.5,30,Major Design Shift,57,0.251399254
02-02-2015,Q1,Stitching Unit,Monday,Line-P2,0.8,15.26,12261,3600,63,0,0,No Style Change,35,0.800401961
03-08-2015,Q2,Stitching Unit,Sunday,Line-F1,0.75,26.82,1082,6840,65,0,0,No Style Change,57,0.850084211
03-09-2015,Q2,Finishing & Quality,Monday,Line-Q1,0.75,2.9,,0,3600,0,0,No Style Change,15,0.841
03-10-2015,Q2,Finishing & Quality,Tuesday,Line-F2,0.6,3.94,,1440,0,0,0,No Style Change,12,0.909391667
1/28/2015,Q4,Stitching Unit,Wednesday,Line-S1,0.75,22.94,1868,6960,81,0,0,No Style Change,58,0.850362069
1/27/2015,Q4, Finishing & Quality ,Tuesday,Line-S2,0.75,3.94,,1200,0,0,0,No Style Change,10,0.788
01-03-2015,Q1,Stitching Unit,Saturday,Line-S1,0.8,28.08,772,6300,50,0,0,No Style Change,56.5,0.800725314
02-08-2015,Q2,Stitching Unit,Sunday,Line-Q2,0.8,22.52,1388,6720,88,0,0,No Style Change,56,0.9008
02-09-2015,Q2,Stitching Unit,Monday,Line-Q2,0.8,22.52,1127,120,88,0,0,No Style Change,56,0.9008
